file_name,height,width,category_id,category_name,category_chinese_name
1404_JPG.rf.8b070b138e4ab337e59a0934838c899a.jpg,4032,3024,3,tDC08,藻斑病
1985_JPG.rf.4baac6d22cbe7c74997fd4da23b53822.jpg,3024,4032,9,tDM10,苔癬
7318_JPG.rf.adbd93a7d60882c4e75d6136401378bb.jpg,3120,3120,6,tDE03,茶餅病
56_JPG.rf.52d4e6f1f8f2ba512335cce1e0a6f75c.jpg,2268,4032,2,tDC01,赤葉枯病
5232_JPG.rf.7df0dc7bc85b77e5ac2282cbd94268bb.jpg,3120,3120,8,tDM04,茶髮狀病
2805_JPG.rf.f5c6f13ed10fac5e1dd1ef52030fdeb4.jpg,3024,4032,3,tDC08,藻斑病
3517_JPG.rf.6e325f49a0fb13141b9b02f7411fccc7.jpg,3024,4032,6,tDE03,茶餅病
2481_JPG.rf.0551e3cc586b353d0a89842f704c51cd.jpg,3024,4032,11,tDS07,煤煙病
1443_JPG.rf.e9017a9403cd164538d104eef82644bc.jpg,4032,3024,10,tDP06,輪班病
3444_JPG.rf.6fbd8f7557376a9d44a6c5e8307f726d.jpg,4032,3024,6,tDE03,茶餅病
2315_JPG.rf.5f2a2ecc01f4f2b1da5810461949ded1.jpg,3120,3120,10,tDP06,輪班病
2027_JPG.rf.f1c540461d64579060f90b0e8247f1b5.jpg,3480,4640,2,tDC01,赤葉枯病
22486_JPG.rf.e03739a520a935664a8da8afb8ede48d.jpg,3468,4624,7,tDL09,地衣
2717_JPG.rf.9f98b3c2292f6987da90b37b96defb45.jpg,3024,4032,10,tDP06,輪班病
24042_JPG.rf.9d7038ea1a89a97ab769af71c894418d.jpg,3468,4624,6,tDE03,茶餅病
5380_JPG.rf.0a3cb0749397658c175e7fed94036651.jpg,4032,3024,8,tDM04,茶髮狀病
24070_JPG.rf.93dfecfe5311441a8a420a13dc643591.jpg,3468,4624,5,tDE02,網餅病
2632_JPG.rf.3bed2b3a36bc2ced5575774960a349b6.jpg,3024,4032,11,tDS07,煤煙病
3316_JPG.rf.e5b85b3cad9a9844640ba97f4460d136.jpg,3024,4032,8,tDM04,茶髮狀病
2945_JPG.rf.71b75f8d95a9a0ab99474d5539c8322d.jpg,3024,4032,3,tDC08,藻斑病
3650_JPG.rf.5daec922570c81c00267d648cb781708.jpg,4032,3024,6,tDE03,茶餅病
5235_JPG.rf.9b299e10fc8ad0f2ce6005df0db81760.jpg,3120,3120,8,tDM04,茶髮狀病
7304_JPG.rf.efee05f614234fa05e8c7268ff9e8f78.jpg,3120,3120,6,tDE03,茶餅病
24310_JPG.rf.d51b14e034fb26cd0d09ef62a7693b28.jpg,3468,4624,5,tDE02,網餅病
3530_JPG.rf.323b93932cb8050c02adff09f08aa85c.jpg,3024,4032,6,tDE03,茶餅病
2406_JPG.rf.578c15129dbeaefc5ae532d8f084f532.jpg,3120,3120,3,tDC08,藻斑病
5281_JPG.rf.7f9a346a2e5e7cccb674b5b0a88ed5cd.jpg,3120,3120,8,tDM04,茶髮狀病
2301_JPG.rf.33ccaa0d0921abdb87a8935f0f91a5c3.jpg,3120,3120,10,tDP06,輪班病
6662_JPG.rf.7620b8d250eee1fee1f0d8a5a5dc3552.jpg,4624,3468,6,tDE03,茶餅病
5403_JPG.rf.d0530e673b94d84e8a28b8b54cd802cc.jpg,2268,4032,2,tDC01,赤葉枯病
2920_JPG.rf.66eda49fc5ae0ab7a4aa4193f020ab42.jpg,3024,4032,3,tDC08,藻斑病
33729_JPG.rf.5ecc2071a24713c22b5dfa2b556e3451.jpg,3024,4032,7,tDL09,地衣
5345_JPG.rf.97e992c33417e2e325046b02d3d5d77f.jpg,3024,4032,8,tDM04,茶髮狀病
33161_JPG.rf.8b2eebc1672051eb9c07a5c9f2a76099.jpg,3024,4032,4,tDD11,枝枯病
22353_JPG.rf.7a599437d862f029c11111b5c25febae.jpg,3468,4624,10,tDP06,輪班病
2767_JPG.rf.9a5434feb7cf5bd88ce0a77e42f1e521.jpg,3024,4032,11,tDS07,煤煙病
24363_JPG.rf.d9e271a8fda35c95302dab282a6ebadd.jpg,3468,4624,5,tDE02,網餅病
5384_JPG.rf.5f2eca08b10bd712c6bf021ab4e30771.jpg,3024,4032,8,tDM04,茶髮狀病
3295_JPG.rf.95b7d4276441cde6ac4ed69de9a364a4.jpg,3024,4032,8,tDM04,茶髮狀病
33141_JPG.rf.3fcf64d2ad50e304c4b4622df8fb917b.jpg,3024,4032,4,tDD11,枝枯病
3252_JPG.rf.1f274cd4e397930b1c3d1209a2909831.jpg,3024,4032,8,tDM04,茶髮狀病
6752_JPG.rf.c07fdc8e798f0c77222c3d360b1b043c.jpg,4032,3024,6,tDE03,茶餅病
24326_JPG.rf.2f28fed53357baee127e7c0c52475c05.jpg,3468,4624,5,tDE02,網餅病
5194_JPG.rf.fead44d7aac4fe93e636dbd0a0e57b2f.jpg,3120,3120,8,tDM04,茶髮狀病
1931_JPG.rf.0a99a3b54929fb362cf94a312cea8c10.jpg,2048,1365,3,tDC08,藻斑病
7308_JPG.rf.cfe108b2c6011db79d2ef32f6c68a04e.jpg,3120,3120,6,tDE03,茶餅病
2542_JPG.rf.396826565599bf62a50e400d07544456.jpg,4032,3024,11,tDS07,煤煙病
7250_JPG.rf.93542083e588fb2b92092968e92af651.jpg,3120,3120,6,tDE03,茶餅病
2579_JPG.rf.7205eb5ff7711cd9bd5a2410fbe21592.jpg,3024,4032,11,tDS07,煤煙病
1999_JPG.rf.02be87a61228561181e50f53cc0ac2dc.jpg,3120,3120,7,tDL09,地衣
5379_JPG.rf.5b83b0332c5d3b6e770dfc9cfca8b429.jpg,4032,3024,8,tDM04,茶髮狀病
6688_JPG.rf.03fa88f37f89405b2705ea6c907b3a72.jpg,3468,4624,6,tDE03,茶餅病
5410_JPG.rf.31fccd412337f4af426cc18bade88327.jpg,2268,4032,10,tDP06,輪班病
24308_JPG.rf.d77aee782272544e155c57d706a33521.jpg,3468,4624,5,tDE02,網餅病
2639_JPG.rf.5178289912edb29aef18bc1a8be5db2e.jpg,3024,4032,11,tDS07,煤煙病
5363_JPG.rf.e0368d2997affe26527c6ad78aa28f44.jpg,3024,4032,8,tDM04,茶髮狀病
2011_JPG.rf.7f55cb293be2ac46128abf9444a60fd9.jpg,3120,3120,7,tDL09,地衣
6363_JPG.rf.934962d3bb0b35f9ff70d7544075d5a1.jpg,2268,4032,2,tDC01,赤葉枯病
5224_JPG.rf.d3a53e7eb24cbf12877e1862d71bb2f4.jpg,3120,3120,8,tDM04,茶髮狀病
3390_JPG.rf.413d222c3a434cdeb9a065c8e7d7eabd.jpg,3024,4032,9,tDM10,苔癬
24977_JPG.rf.0ebf33e200ef1c627da4b7e70c487081.jpg,3024,4032,7,tDL09,地衣
24421_JPG.rf.5cf823b0fcdfb817cbdc7da1462ca8d6.jpg,3468,4624,5,tDE02,網餅病
24644_JPG.rf.c7bc32b2b23476a1b83c5428cd18f1c5.jpg,3024,4032,7,tDL09,地衣
22365_JPG.rf.abfb345a06f697b2db69cf6b3a1efc57.jpg,3468,4624,3,tDC08,藻斑病
22482_JPG.rf.c3ce554291c7e03bed628f5434955621.jpg,3468,4624,7,tDL09,地衣
6296_JPG.rf.2f6f8143e8d4cb895a5dbb33a04ed526.jpg,1705,960,2,tDC01,赤葉枯病
2940_JPG.rf.256df5399507b05d2d5d115aa550abb6.jpg,3024,4032,3,tDC08,藻斑病
2794_JPG.rf.4e1fd80020a599ee0f98e09bf86c5cad.jpg,3024,4032,3,tDC08,藻斑病
5415_JPG.rf.ff7407aefcea232bcdcd1137d9508a65.jpg,2268,4032,10,tDP06,輪班病
7313_JPG.rf.76012b2667cd0d3d56c2160ff1c155df.jpg,3120,3120,6,tDE03,茶餅病
7184_JPG.rf.8499a9753073edf89f60229573197f30.jpg,3120,3120,6,tDE03,茶餅病
1437_JPG.rf.6ebd0ac0118e9aba59274fe03c1bd4ae.jpg,3024,4032,10,tDP06,輪班病
24333_JPG.rf.e77384423c45f07a690df8e700503699.jpg,3468,4624,5,tDE02,網餅病
142_JPG.rf.7f18c17434489968d107aed718f437f5.jpg,2268,4032,2,tDC01,赤葉枯病
3185_JPG.rf.2bbd9564fb08067e0a7fa4c724fe1ff3.jpg,3024,4032,8,tDM04,茶髮狀病
5229_JPG.rf.7a1e874706f31c7df6547bbeb34ed837.jpg,3120,3120,8,tDM04,茶髮狀病
1781_JPG.rf.eb4881942007d2612c56dab196b31754.jpg,1478,1108,2,tDC01,赤葉枯病
3268_JPG.rf.f91b1f7beb1a09e7b9bd56c6a182d03b.jpg,3024,4032,8,tDM04,茶髮狀病
3248_JPG.rf.b65142d8746d670484af95699f4f2591.jpg,3024,4032,8,tDM04,茶髮狀病
1365_JPG.rf.469e1c351ef64f148673e4b1818cca76.jpg,3024,4032,3,tDC08,藻斑病
7279_JPG.rf.e55441ae564930437ccf253a3d349034.jpg,3120,3120,6,tDE03,茶餅病
3210_JPG.rf.67119c668b764b205d44598968e94e01.jpg,3024,4032,8,tDM04,茶髮狀病
3175_JPG.rf.ab09ae4ed38c21c5bb243b96c4e04896.jpg,3024,4032,8,tDM04,茶髮狀病
5347_JPG.rf.0a77afa70cac673a5d8feb444d706660.jpg,3024,4032,8,tDM04,茶髮狀病
3795_JPG.rf.5b93a7df380577c6b2a3dbe8fe3bde23.jpg,3480,4640,3,tDC08,藻斑病
24101_JPG.rf.6380c6a805f0d476aa1fd2307ae09b93.jpg,3468,4624,5,tDE02,網餅病
5368_JPG.rf.09bb300b9fb43375309d43276d094932.jpg,4032,3024,8,tDM04,茶髮狀病
6747_JPG.rf.dfb9d030227c5a4dd76125df808db9e1.jpg,4032,3024,6,tDE03,茶餅病
2934_JPG.rf.fa8f7b2804ec29509d252455d463b892.jpg,4032,3024,3,tDC08,藻斑病
3539_JPG.rf.e7a9492a2add5786850fd62c91e7039d.jpg,3024,4032,6,tDE03,茶餅病
22441_JPG.rf.bec22997c08b48c389b0c9c7a1121f3a.jpg,3024,4032,2,tDC01,赤葉枯病
7585_JPG.rf.99416fb9afcd077fca81d064eaf97704.jpg,4032,3024,6,tDE03,茶餅病
7278_JPG.rf.07b23ce3b63a1ef09601c49e6763c4a1.jpg,3120,3120,6,tDE03,茶餅病
24054_JPG.rf.546c2769bd24876892b710c5cecc7f81.jpg,3468,4624,5,tDE02,網餅病
1927_JPG.rf.fcd5820ba73a61e2b8e4be4e693459e4.jpg,1365,2048,3,tDC08,藻斑病
3479_JPG.rf.6e95332d695666667227f2916bac74fb.jpg,4032,3024,6,tDE03,茶餅病
2342_JPG.rf.14546a31bd5468a3132502c839e1c947.jpg,3120,3120,10,tDP06,輪班病
7842_JPG.rf.23a4355d385755fdce443804c472660d.jpg,3024,4032,6,tDE03,茶餅病
39_JPG.rf.2b2c2ee51436991c2ad0c37745292072.jpg,2268,4032,2,tDC01,赤葉枯病
24440_JPG.rf.e8edc4d650f81d7d7b79d3a986dc1fa2.jpg,3468,4624,5,tDE02,網餅病
3621_JPG.rf.68c9186f162a3305c1175b16d0b44cd2.jpg,4032,3024,6,tDE03,茶餅病
2776_JPG.rf.5974836948a78059eb3252dee61ff6de.jpg,3024,4032,11,tDS07,煤煙病
2128_JPG.rf.4e2dec3192384349d76dfcfc5a9ff223.jpg,3480,4640,4,tDD11,枝枯病
3035_JPG.rf.4dd6f6f6571e5821a9514ee87d246f2f.jpg,3024,4032,8,tDM04,茶髮狀病
5269_JPG.rf.9bec029520383c285601a01de5a9c300.jpg,3120,3120,8,tDM04,茶髮狀病
5114_JPG.rf.6078998ce5b181cdfd24641a4618ffd5.jpg,3024,4032,8,tDM04,茶髮狀病
2607_JPG.rf.36cccf46f539ee1736362260b62c23b5.jpg,3024,4032,11,tDS07,煤煙病
4583_JPG.rf.bc9a5a7bbc762fab504af6997fb500f0.jpg,2268,4032,2,tDC01,赤葉枯病
3652_JPG.rf.5e93c186a380c8136fb31f16ccac4675.jpg,4032,3024,6,tDE03,茶餅病
24973_JPG.rf.ca52d49b09aab8009c44cea7204d398f.jpg,3024,4032,7,tDL09,地衣
2939_JPG.rf.2fb12eb8f88993ac685b18d53c0dab0e.jpg,3024,4032,3,tDC08,藻斑病
22465_JPG.rf.fbff8ee46df55213dece549b831d4211.jpg,3468,4624,7,tDL09,地衣
24353_JPG.rf.9588fb17319de2dfa8e540b1a4c994e0.jpg,3468,4624,5,tDE02,網餅病
22401_JPG.rf.774b9e4a770c6bbb5349ecd9d1fe354a.jpg,3468,4624,10,tDP06,輪班病
2407_JPG.rf.8948fdcc8cf0a17002dda4886f8e3b17.jpg,3120,3120,3,tDC08,藻斑病
2034_JPG.rf.e54e90b560bfbc175a623002975388c5.jpg,3120,3120,7,tDL09,地衣
7546_JPG.rf.868dc9b175e5d8c62bc044f12819dd3f.jpg,3024,4032,6,tDE03,茶餅病
2697_JPG.rf.d1ab83133b07a72cc1a79d05e97f0dce.jpg,3120,3120,11,tDS07,煤煙病
2956_JPG.rf.b567734baa7d0338e1b7502eeb830cfe.jpg,3024,4032,8,tDM04,茶髮狀病
7334_JPG.rf.ef54ecfa7d724a5cdf3ea8544c7e318c.jpg,3120,3120,6,tDE03,茶餅病
1845_JPG.rf.b0dff3398f78508a31543119cea0268d.jpg,1478,1108,10,tDP06,輪班病
22340_JPG.rf.952c6a20561e650424bcf4cb2b8b352e.jpg,3468,4624,7,tDL09,地衣
22402_JPG.rf.3aed3e11e61e4e6ade04c2efc0ba704d.jpg,3468,4624,10,tDP06,輪班病
33662_JPG.rf.d543711cc1b3246f7f1c3fa9d802e852.jpg,3024,4032,10,tDP06,輪班病
2400_JPG.rf.d2dcea65aa201a91dfd7cec8d893d9ec.jpg,3120,3120,3,tDC08,藻斑病
22430_JPG.rf.56f67b878a4e37e46936fdc2d894bdb6.jpg,3024,4032,10,tDP06,輪班病
22357_JPG.rf.bf5b424581c798897e7c3838c10bfb4f.jpg,3024,4032,10,tDP06,輪班病
5444_JPG.rf.6147b5cff5ed4defa21077ddf5dd7f2b.jpg,1705,960,2,tDC01,赤葉枯病
24346_JPG.rf.1554c2c9594fd8d562632c18929bd521.jpg,3468,4624,5,tDE02,網餅病
2415_JPG.rf.7c74ac6460fdf3c4b31ab27127e24493.jpg,3120,3120,3,tDC08,藻斑病
24424_JPG.rf.dd1cb0f053398b6227942df8998dafaa.jpg,3468,4624,5,tDE02,網餅病
1885_JPG.rf.0ec7c7667b866a8bb3ef59e7bb391959.jpg,3024,4032,3,tDC08,藻斑病
3348_JPG.rf.151977ae6629a2a87eff3e6af89233d9.jpg,3120,3120,2,tDC01,赤葉枯病
5118_JPG.rf.bec429bfcebf60f9403463dcbbbfed51.jpg,3024,4032,8,tDM04,茶髮狀病
2765_JPG.rf.4fc7dfc85c8c570f51c4249fabb7e697.jpg,3024,4032,3,tDC08,藻斑病
33743_JPG.rf.b8a2725879ca18adeec78c85a40d0b17.jpg,3024,4032,9,tDM10,苔癬
4633_JPG.rf.de2c0d83fda6c68d8a7dabd900bad62c.jpg,2268,4032,2,tDC01,赤葉枯病
2732_JPG.rf.a49aab9b3d9df20a8d10c72034e627f5.jpg,3024,4032,3,tDC08,藻斑病
6714_JPG.rf.62b8f3a4cf76eddd94219a08a161bf5b.jpg,3468,4624,6,tDE03,茶餅病
7581_JPG.rf.5dc5761f4c137279da5c039799ecba51.jpg,3024,4032,6,tDE03,茶餅病
22429_JPG.rf.3d802c142b25983037f14cd290a760b8.jpg,3024,4032,10,tDP06,輪班病
24430_JPG.rf.20f4f7378e802369ff23373b9a6ec795.jpg,3468,4624,5,tDE02,網餅病
2801_JPG.rf.1ce46fb62eb0617cc8276eea2b152695.jpg,3024,4032,3,tDC08,藻斑病
24637_JPG.rf.0679fa1e708b20aa94f05540ad0afb60.jpg,3024,4032,7,tDL09,地衣
1877_JPG.rf.38193592a02f018e8d1c2a462c832380.jpg,3024,4032,3,tDC08,藻斑病
6674_JPG.rf.09137f04a804c02d4fa442b7e72e0f52.jpg,4624,3468,6,tDE03,茶餅病
24957_JPG.rf.1aec5d4c430e17288b9a137141d1387b.jpg,3024,4032,7,tDL09,地衣
24043_JPG.rf.7a0244351ec86d5275122dbffe4e7a59.jpg,3468,4624,5,tDE02,網餅病
33169_JPG.rf.0f9bddd581608a7a8495be0387d535d4.jpg,3024,4032,4,tDD11,枝枯病
138_JPG.rf.14d8fe91c44b24897283a640f1c8f0ab.jpg,2268,4032,2,tDC01,赤葉枯病
7281_JPG.rf.236d3e68c04e3aaaa31ec72d967d7bad.jpg,3120,3120,6,tDE03,茶餅病
7149_JPG.rf.96367785e5942af71f16b42b0df77450.jpg,3024,4032,6,tDE03,茶餅病
1997_JPG.rf.47fac157adcf7d790678e4cfaff0130a.jpg,3120,3120,7,tDL09,地衣
5276_JPG.rf.b48a6ceb71a005b3e6bab4de9f6166e3.jpg,3120,3120,8,tDM04,茶髮狀病
7573_JPG.rf.27d76e1983ffe96ba1cbe0830c9584ff.jpg,3024,4032,6,tDE03,茶餅病
22458_JPG.rf.5d54fb7b8fe3ee69e736dae0c532168a.jpg,3024,3024,10,tDP06,輪班病
3148_JPG.rf.f2c742dce6ddb5f5d28c56f18a88e60d.jpg,3024,4032,8,tDM04,茶髮狀病
2262_JPG.rf.38bf9c2ebba43a62e359c6a4a9639f73.jpg,3120,3120,3,tDC08,藻斑病
3404_JPG.rf.de84ee0a2780c84aea502e8d95047b33.jpg,3468,4624,10,tDP06,輪班病
24443_JPG.rf.9fe4ff2c0478bfefd5ae93e3804bfd23.jpg,3468,4624,5,tDE02,網餅病
22472_JPG.rf.c7e26724e48dca9516fc470cf850c524.jpg,3468,4624,7,tDL09,地衣
7371_JPG.rf.1def9a31c7e75c62b3ddc2598b3849b5.jpg,3120,3120,6,tDE03,茶餅病
24342_JPG.rf.565c4abe316087cde7f51e6edec995d7.jpg,3468,4624,5,tDE02,網餅病
24497_JPG.rf.16bb949532d3d50282d303c0938b20ae.jpg,3024,4032,7,tDL09,地衣
1907_JPG.rf.fa40e133fc6ec7dbe3f550f4ba75da8c.jpg,2048,1365,3,tDC08,藻斑病
3538_JPG.rf.5d75e3c26a3c62d83be23ed081d0f157.jpg,3024,4032,6,tDE03,茶餅病
22432_JPG.rf.e98dac3421140ef48585635c0a913735.jpg,3024,4032,10,tDP06,輪班病
24536_JPG.rf.1e5a83dccc17e98fe419f7d1b2c9190e.jpg,3024,4032,7,tDL09,地衣
33728_JPG.rf.b9162a65b9638ca022c64292470a2112.jpg,3024,4032,7,tDL09,地衣
7366_JPG.rf.082a472b16b492032d02691bdd62c908.jpg,3120,3120,6,tDE03,茶餅病
7332_JPG.rf.b4dd2ca0c95e8df3dba34137a6a6b786.jpg,3120,3120,6,tDE03,茶餅病
7731_JPG.rf.437ed345dfbdcd9d884041d413ddf0ed.jpg,3024,4032,6,tDE03,茶餅病
